rct_id,title,url,tier
AEARCTR-0002271,Shelter from the Storm: Upgrading Housing Infrastructure in Latin American Slums,https://www.dropbox.com/sh/5eurav73h7khtn5/AACUtB-w8cSuPeDcjVcKVApVa?dl=0,TIER1
AEARCTR-0002287,The Effects of Working while in School: Evidence from Employment Lotteries,https://www.openicpsr.org/openicpsr/project/151261/version/V1/view,TIER2
AEARCTR-0002315,Land Tenure and Agricultural Investment,https://doi.org/10.1016/j.jdeveco.2021.102632,OTHER
AEARCTR-0002324,Learning accountability: Can formal education help hold politicians to account?,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QAJQXP,TIER1
AEARCTR-0002358,What Motivates Political Activists? Evidence From a Field Experiment,"https://doi.org/10.5281/zenodo.7663389https://doi.org/10.7910/DVN/2KLNFX",TIER1
AEARCTR-0002380,THE HALF-LIFE OF HAPPINESS: HEDONIC ADAPTATION IN THE SUBJECTIVE WELL-BEING OF POOR SLUM DWELLERS TO THE SATISFACTION OF BASIC HOUSING NEEDS,https://www.dropbox.com/sh/bul7udmpb9b0rbq/AAA1ufxi7Ak68D12MloLQyoIa?dl=0,TIER1
AEARCTR-0002401,Experimental games to teach farmers about weather index insurance,https://onlinelibrary.wiley.com/doi/abs/10.1111/ajae.12124?af=R,TIER2
AEARCTR-0002434,Teaching with the test: Experimental Evidence on Diagnostic Feedback and Capacity-Building for Public Schools in Argentina,http://larioja2016.wixsite.com/larioja,OTHER
AEARCTR-0002484,Behavioral barriers to energy efficiency adoption in Kenya: evidence from cookstoves,https://doi.org/10.3886/E166661V1,TIER2
AEARCTR-0002493,On the mechanics of the political resource curse: information and local elite behaviour in Mozambique,https://doi.org/10.1257/aer.20190842,OTHER
AEARCTR-0002494,Sleepless in Chennai: The Consequences of Sleep Deprivation Among the Urban Poor,https://doi.org/10.7910/DVN/GJ9QPC,TIER1
AEARCTR-0002512,The Math for Parents and Children Together Project,https://www.openicpsr.org/openicpsr/project/176341/version/V2/view,TIER2
AEARCTR-0002619,Impact of participation in a farming contract on rice farmers’ livelihood in Benin: A Randomized Control Trial approach,https://doi.org/10.1016/j.jdeveco.2021.102626,OTHER
AEARCTR-0002631,Evaluation of Big Word Club,https://sites.google.com/view/bip-bwc-online-appendix/home,OTHER
AEARCTR-0002689,Unpacking a Multi-Faceted Program to Build Sustainable Income for the Very Poor,https://doi.org/10.7910/DVN/AY2MMB,TIER1
AEARCTR-0002717,Girl Empower,https://microdata.worldbank.org/index.php/catalog/3870,OTHER
AEARCTR-0002755,Access to safe drinking water Experimental evidence from new water sources in Bangladesh,https://doi.org/10.7910/DVN/JM63QP,TIER1
AEARCTR-0002765,Governance Structures and the Promotion of the Public Interest: Evidence from Brazilian Resource-Scarce Communities,https://osf.io/sg49y,TIER1
AEARCTR-0002769,"Building High-Growth Firms Through Training the Owner vs Through Linking the Firm to Business Service Markets
",https://microdata.worldbank.org/index.php/catalog/4033,OTHER
AEARCTR-0002793,Accelerating Science-based Growth Through Co-innovation,https://www.researchgate.net/profile/Ferran_Giones/publication/332259155_Data_from_the_Pilot_Study_-_baseline_and_follow-up_-_Project_IGL_Co-Innovation_2018/data/5caa3f9992851c64bd57aa78/IGL-Co-innovation-Anon-Data.xlsx,OTHER
AEARCTR-0002795,"Close contact, Trust, and Interethnic Friendship  - A large scale field experiment of Roma desk mates in Hungarian schools",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NQKPGY,TIER1
AEARCTR-0002799,Policy Promises,https://doi.org/10.1017/S0003055421001155,OTHER
AEARCTR-0002808,Do Management Interventions Last? Evidence from India,https://datacatalog.worldbank.org/int/search/dataset/0048381/India---Replication-Files-for--Do-Management-Interventions-Last--Evidence-from-India--2017,OTHER
AEARCTR-0002899,Maternal Cash Transfers and Child Health: Evidence from India,https://doi.org/10.7910/DVN/VAFYV1,TIER1
AEARCTR-0002925,Individualized Self-learning Program to Improve Primary Education: Evidence from a Randomized Field Experiment in Bangladesh,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OADRDM,TIER1
AEARCTR-0002987,Heterogeneity of Experimental Findings: Evidence from Real-Effort Tasks,https://www.openicpsr.org/openicpsr/project/135221/version/V1/view,TIER2
AEARCTR-0003048,Are the Referees and Editors in Economics Gender Neutral?,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LYMVHH,TIER1
AEARCTR-0003101,Hidden Income and the Perceived Returns to Migration,https://doi.org/10.3886/E176081V1,TIER2
AEARCTR-0003111,Information and Public Service Provision: Experimental Evidence from School WASH Services in Bangladesh,https://doi.org/10.7910/DVN/U9I4Z2,TIER1
AEARCTR-0003115,Color me Honest! Time Pressure and (Dis-)Honest Behavior,https://github.com/carinahausladen/color-me-honest,TIER1
AEARCTR-0003121,"Interactive versus non-interactive implementations of ""Dictator Games""",https://osf.io/fsg52/,TIER1
AEARCTR-0003149,Poverty and Migration in the Digital Age: Experimental Evidence on Mobile Banking in Bangladesh,https://www.openicpsr.org/openicpsr/project/112186/version/V1/view,TIER2
AEARCTR-0003243,Evaluation of the Red de Protección Social Conditional Cash Transfer Program in Nicaragua,http://ebrary.ifpri.org/cdm/ref/collection/p15738coll3/id/47,OTHER
AEARCTR-0003344,Bangladesh Chars Tobacco Assessment Project (CTAP) 2018,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YAAV4X,TIER1
AEARCTR-0003357,Engendering Policing: Evaluating Reforms to Increase Women’s Access to Security and Justice,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R75XVZ,TIER1
AEARCTR-0003361,Does work effort for public versus private organizations differ? Evidence from an online work task experiment ,https://osf.io/8f95q/,TIER1
AEARCTR-0003400,Designing and Evaluating Behavior Change Interventions to Improve the Adoption and Use of Improved Cookstoves,https://osf.io/b5asn/,TIER1
AEARCTR-0003402,Anchoring bias in markets,https://github.com/KonstantinosIoannidis/Anchoring/tree/master/Data,TIER1
AEARCTR-0003412,Narrow Bracketing in Effort Choices,https://github.com/MarcKaufmann/narrow-bracketing-in-work-choices,TIER1
AEARCTR-0003475,Does monitoring adversely affect worker performance? Evidence from a natural field experiment,https://osf.io/r9atb/,TIER1
AEARCTR-0003496,Promoting Educational Success with Socio-emotional Skills Training,https://zenodo.org/records/10561109,TIER1
AEARCTR-0003521,"Strategic Behavior, Learning and Technology Adoption",https://microdata.worldbank.org,OTHER
AEARCTR-0003547,The Distribution of 1st and 2nd Rolls in Lying Experiments: Distinguishing Between Competing Theories,https://doi.org/10.7910/DVN/OXOGY3,TIER1
AEARCTR-0003555,Decentralization and Local Public Goods: How does allocation of decision-­making authority affect provision?,https://doi.org/10.1016/j.jdeveco.2020.102609,OTHER
AEARCTR-0003989,Preferences for Religious Giving - follow-up,https://doi.org/10.7910/DVN/KVFRFO,TIER1
AEARCTR-0003994,A Pair-Matched Randomized Evaluation of Faith-Based Couples Counseling in Uganda,https://doi.org/10.7910/DVN/9TEAIV,TIER1
AEARCTR-0004050,Statistical or Taste-Based Discrimination? Evidence on the Basis for Race and Gender Biases in Citizens’ Choice of Service Provider,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/5EJ0FG,TIER1
AEARCTR-0004063,Social preferences and refugee integration in Jordan,https://doi.org/10.7910/DVN/QA1IDU,TIER1
AEARCTR-0004098,Fresh Food Farmacy: A Randomized Controlled Trial,https://doi.org/10.7910/DVN/LZUTU0,TIER1
AEARCTR-0004263,Adaptive Treatment Assignment for Policy Choice: Phone Enrollment for an Agricultural Extension Service,https://www.econometricsociety.org/content/supplement-adaptive-treatment-assignment-experiments-policy-choice,TIER2
AEARCTR-0004304,"Social interactions, framing, and the disposition effect",https://doi.org/10.17605/OSF.IO/348YZ,TIER1
AEARCTR-0004316,Complexity and Under-vs. Overreaction in Expectation Formation,https://drive.google.com/file/d/1J4unQ1RbmL8cOah4TD12JYgb91uDrgtd/view,TIER2
AEARCTR-0004403,Risk taking on behalf of others - the importance of uncertainty revelation,https://doi.org/10.7910/DVN/YCRFK1,TIER1
AEARCTR-0004479,Mindsets: The Influence of Intelligence Theories on Educational Outcomes,https://hdl.handle.net/10438.3/FK2/PGIFU0,TIER1
AEARCTR-0004499,"Risk aversion, earning uncertainty and labour supply",https://reshare.ukdataservice.ac.uk/854567/,OTHER
AEARCTR-0004584,Attractive Flu Shot: A Behavioral Approach to Increasing Influenza Vaccination Uptake Rates,https://github.com/sarid-ins/attractive_flu_shot_v2,TIER1
AEARCTR-0004651,Temptation: Immediacy and certainty,https://doi.org/10.17605/OSF.IO/ZE3WJ,TIER1
AEARCTR-0004714,Spillovers of Payments for Ecosystem Services: Follow-up of a RCT in Uganda,http://doi.org/10.17605/OSF.IO/Q4YEM,TIER1
AEARCTR-0004717,"Exploring the continuum between public and private goods: Bidding for soil fertility information in Malawi
",https://doi.org/10.7910/DVN/ALKOCV,TIER1
AEARCTR-0004836,Youth Empowerment in Bolivia,https://www.sciencedirect.com/science/article/pii/S0304387821000894,TIER2
AEARCTR-0004846,"Does self-reflection, professional skills, or cash lead to the highest socio-emotional and economic gains for women in Rwanda?",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/7WCTBP,TIER1
AEARCTR-0004873,Testing for ethnic discrimination within the Czech Social Security system,https://doi.org/10.7910/DVN/S0JYQM,TIER1
AEARCTR-0004943,Impact of Health Shocks on Lifestyle Behavioural Changes,https://www.understandingsociety.ac.uk/,OTHER
AEARCTR-0005023,Nudging Debtors to Pay their Debt: A Randomized Control Trial,https://osf.io/9zcqd/,TIER1
AEARCTR-0005047,A Mobile Phone-based Intervention to Improve Health Screening Uptake: A Randomized Experiment in Indonesia,https://doi.org/10.25625/SE4IDP,OTHER
AEARCTR-0005049,Predicting compliance: Leveraging chat data for supervised classification in experimental research,https://github.com/carinahausladen/PredictingCompliance,TIER1
AEARCTR-0005064,Attitudes towards hiring decisions,https://osf.io/2eq43/,TIER1
AEARCTR-0005157,"Taxing the Poor Twice: Poverty, Bandwidth, and Utility from Consumption",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/K5AUV4,TIER1
AEARCTR-0005211,Forecasting the Results of Experiments: Piloting an Elicitation Strategy,https://www.openicpsr.org/openicpsr/project/117601/version/V1/view,TIER2
AEARCTR-0005214,"Fostering innovation: Experimental evidence on the
effectiveness of behavioral interventions",https://osf.io/hup9c/,TIER1
AEARCTR-0005247,"Community advocacy forums and public service delivery - Impact, and the role of information, deliberation, and administrative placement",https://github.com/bjvca/baraza/tree/master/data/public,TIER1
AEARCTR-0005397,Inter- and Intragenerational Differences in Corrupt Behavior: The Development of Morals after German Reunification,https://osf.io/9fzvp/?view_only=5572b2dd749a4e5bb57322bbc3e8accf,TIER1
AEARCTR-0005441,Nudging Debtors to Pay their Debt: A Randomized Control Trial,https://osf.io/3e5cn/,TIER1
AEARCTR-0005707,Testing the impact of information and quality ratings on SME use of professional business services,https://microdata.worldbank.org/index.php/catalog/4033,OTHER
AEARCTR-0005729,Potential Biases in the Publication Process,https://doi.org/10.3886/E185342V4,TIER2
AEARCTR-0005734,Nudging Take-up of the Earned Income Tax Credit in California,https://doi.org/10.3886/E142221V1,TIER2
AEARCTR-0005772,The Voice of the Emperor and Personalized Messages during the COVID-19 Pandemic,https://osf.io/tejmf/?view_only=4af5b3f76ce743eea903382f8143866c,TIER1
AEARCTR-0005780,Adaptive Trial for COVID-19 Messaging Campaigns,https://doi.org/10.7910/DVN/0H5UGL,TIER1
AEARCTR-0006036,Shifting the reward for kind delegation,https://osf.io/pfq4k/,TIER1
AEARCTR-0006142,"Demand for ""Safe Spaces"": Avoiding Harassment and Stigma",https://github.com/worldbank/rio-safe-space,TIER1
AEARCTR-0006295,"Female Empowerment, Bank Savings Product Design, and Agricultural Development in Ethiopia",https://sites.google.com/view/josegaldo/izaglm/data?authuser=0,OTHER
AEARCTR-0006304,Cost-effective public good provision under consequential uncertainty,https://osf.io/9br85/,TIER1
AEARCTR-0006361,Demand and supply factors constraining the emergence and sustainability of an efficient seed system - three experiments in Uganda,https://github.com/bjvca/Seed_systems_project,TIER1
AEARCTR-0006424,"Impact Evaluation of Parental Empowerment Program ",https://microdata.worldbank.org/index.php/catalog/1038,OTHER
AEARCTR-0006519,By chance or by choice: Biased attribution of others' outcomes (Online Experiments),https://github.com/boonhankoh/EGK-effort_luck,TIER1
AEARCTR-0006552,Is it the Message or the Messenger? Examining Bias in Immigration Beliefs,https://doi.org/10.7910/DVN/8DM8KG,TIER1
AEARCTR-0006603,"Subsidies, Information, and the Timing of Children's Health Care in Mali",https://reshare.ukdataservice.ac.uk/852386/,OTHER
AEARCTR-0006914,Community-wide collaboration to improve basic reading and math: Empirical evidence from Madagascar ,https://doi.org/10.7910/DVN/RCJ1YC,TIER1
AEARCTR-0007136,Enhancing Female Entrepreneurship through Cash Grants: Evidence from a Randomized Controlled Trial in Tunisia,https://www.dropbox.com/home/Repositories/Tunisia%20JDE/Repository/public?share_manage_access=false,TIER1
AEARCTR-0007276,What Drives Poor Care for Child Diarrhea?: A Standardized Patient Experiment in India,https://datadryad.org/dataset/doi:10.5061/dryad.3tx95x6nk,TIER1
AEARCTR-0007361,How to explain peer information: Nudging people to have a stronger intention to receive the COVID-19 vaccine,https://doi.org/10.1016/j.socscimed.2021.114561,OTHER
AEARCTR-0007437,Anticipated Peer Effects: An Application to COVID-19 Vaccinations,https://doi.org/10.3886/E177962V1,TIER2
AEARCTR-0007478,Can targeted messages reduce COVID-19 vaccination hesitancy? A randomized trial,https://doi.org/10.17605/OSF.IO/C8DVM,TIER1
AEARCTR-0007566,Discrimination of transgender people in the Swedish housing market,https://www.dropbox.com/s/0ni1uwqg63m3qmj/transgender_data.txt?dl=0,TIER1
AEARCTR-0007597,Why do Crowdinvestors invest? Survey and decision experiment,https://dx.doi.org/10.5255/UKDA-SN-856397,OTHER
AEARCTR-0007632,Pay-for-Performance and Bureaucratic Representation in Public Organization,https://doi.org/10.7910/DVN/NSHT68,TIER1
AEARCTR-0007664,Preferences for redistribution in Mexico,https://github.com/auroraramirez/Preferred-Tax-Rates-Depend-on-the-Rates-Paid-by-the-Rich,TIER1
AEARCTR-0007666,Job Characteristics and Attraction to Public Sector Employment: The Moderating Effects of Public Service Motivation and Self-Efficacy,https://doi.org/10.7910/DVN/P0XSAU,TIER1
AEARCTR-0007667,Time Pressure: Preferences and Performance Effects,https://pubsonline.informs.org/doi/suppl/10.1287/mnsc.2023.02078,TIER2
AEARCTR-0007746,"Inequality, outreach and impact in public goods contributions",https://doi.org/10.25403/UPresearchdata.19114202.v1,OTHER
AEARCTR-0007871,How Voting Rules Impact Legitimacy,https://github.com/carinahausladen/LegitimacyVotingMethod,TIER1
AEARCTR-0007932,Nudging in complex environments,https://doi.org/10.7910/DVN/OR56Y7,TIER1
AEARCTR-0007947,Exploring the validity of a new version of the ‘Inclusion of the Other in the Self’ (IOS) task.,https://doi.org/10.17605/OSF.IO/9DBR6,TIER1
AEARCTR-0008049,How to reduce discrimination? Evidence from a field experiment in amateur football,https://doi.org/10.7910/DVN/ZETZDZ,TIER1
AEARCTR-0008075,"Is Hybrid the Future of Work: Evidence from
A CHINESE EXPERIMENT",https://doi.org/10.7910/DVN/6X4ZZL,TIER1
AEARCTR-0008160,Contact vs. Information: What shapes attitudes towards immigration? Evidence from an experiment in schools,https://doi.org/10.1016/j.socec.2021.101790,OTHER
AEARCTR-0008198,Reducing the Shadow Economy with Nudges: A Randomized Control Trial in Latvia,https://osf.io/yaetk/?view_only=84e09f746d394333bfc4fc96e54b5b81,TIER1
AEARCTR-0008216,Vaccination as personal public-good provision,https://doi.org/10.17605/OSF.IO/K6WE2,TIER1
AEARCTR-0008281,"A Randomized Impact Evaluation of the Graduation Program 
Strengthen Productive Safety Net Program Phase 4 (PSNP4) Institutions and Resilience 
(SPIR) in Ethiopia",https://doi.org/10.7910/DVN/MBRDZ7,TIER1
AEARCTR-0008290,Enforcement and Deterrence with Certain Detection: An Experiment in Water Conservation Policy,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PSO21N,TIER1
AEARCTR-0008408,"Public good games and attitudes towards vaccination: 
group size and safe action",https://docs.google.com/spreadsheets/d/1QvKvDcWO0DuzzrdbQZNtr4B_JnwYvqif/edit?usp=sharing&amp;ouid=117127892078828706389&amp;rtpof=true&amp;sd=true,TIER2
AEARCTR-0008477,Future time makers within a language and pro-environmental behavior,https://osf.io/49dzu/?view_only=8fa11e500cbd4de68385d7fcb0196260,TIER1
AEARCTR-0008507,Voters’ preferences for a meat tax: Evidence from a referendum choice experiment,https://doi.org/10.7910/DVN/YNMG1R,TIER1
AEARCTR-0008576,"Two part tariffs, demand uncertainty and risk sharing: From theory to experimental evidence",https://github.com/npasquier/online-research-material/tree/main/Two-part-tariff-demand-uncertainty,TIER1
AEARCTR-0008709,Visual imagery skills and risk attitude,https://osf.io/9s7rv/,TIER1
AEARCTR-0008754,Scam Identification Ability (Pilot),https://doi.org/10.7910/DVN/HUYYQZ,TIER1
AEARCTR-0008775,Ghana COVID-19 Vaccinations and Financial Incentives,https://doi.org/10.7910/DVN/X5MBHP,TIER1
AEARCTR-0008858,Do women shy away from risky skill games?,https://doi.org/10.11588/data/WVBHDQ,OTHER
AEARCTR-0008989,The Effects of Top-Down Monitoring on Medicine Theft,https://doi.org/10.7910/DVN/KRFPVU,TIER1
AEARCTR-0009056,Sharing rules in Bertrand duopolies with increasing returns,https://osf.io/jnufw/,TIER1
AEARCTR-0009132,Future tense and pro-environmental behavior (Follow-up study),https://osf.io/49dzu/?view_only=8fa11e500cbd4de68385d7fcb0196260,TIER1
AEARCTR-0009190,Bringing Work Home: Internet-Mediated Gig Work and Women's Employment,https://doi.org/10.7910/DVN/JBVUO1,TIER1
AEARCTR-0009365,Leadership Styles and Labor Market Conditions: An Experiment,https://www.ifo.de/node/82285,OTHER
AEARCTR-0009477,The Impact of Team Incentives on Performance in Graduate School: Evidence from Two Pilot RCTs,https://sites.google.com/view/rohen-shah/replication-data/team-incentives,OTHER
AEARCTR-0009534,Measuring Labor Market Discrimination: A Correspondence Audit Study in Egypt,https://www.erfdataportal.com/index.php/catalog/268,OTHER
AEARCTR-0009536,The Variability of Conditional Cooperation in Sequential Prisoner’s Dilemmas,https://osf.io/8us67/,TIER1
AEARCTR-0009642,Can User-friendly Labels Reduce Pesticides Use? Empirical Evidence from a Randomized Controlled Trial,https://doi.org/10.7910/DVN/NS73ZD,TIER1
AEARCTR-0009746,Inelastic connections: Bureaucratic corruption suggestions and the demand for intermediaries,https://doi.org/10.6084/m9.figshare.21637190.v1,OTHER
AEARCTR-0009789,Perfecting Parenting: An evaluation of an integrated parenting program in rural China,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XBGUUL,TIER1
AEARCTR-0010036,"The formats of epidemiological risk information disclosure and citizens’ voluntary self-reporting for close contact: report accuracy, time consumption, and privacy concerns",https://data.mendeley.com/datasets/jbcchx2rf9/1,TIER1
AEARCTR-0010129,Identifying Scalable and Cost-effective Approaches to Improving Parenting Practices for Young Children in Developing Settings,https://doi.org/10.5281/zenodo.14278006,TIER1
AEARCTR-0010189,Direct Aid to Afghan Women,https://github.com/mfsteinhauser/Direct-Aid-Replication-Materials,TIER1
AEARCTR-0010348,Moral Accounting and Real Effort: Experimental Evidence,https://www.openicpsr.org/openicpsr/project/208662/version/V1/view,TIER2
AEARCTR-0010711,Social Preferences of Different Income Groups,https://doi.org/10.3886/E222741V1,TIER2
AEARCTR-0011161,Nudging in clinical trial registration,https://doi.org/10.1257/rct.11161-2.0,OTHER
AEARCTR-0012106,Time Preferences and Food Choice,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NBL4I5,TIER1
AEARCTR-0012333,"Pre-Analysis Plan: What drives refugees’ location choices?
Evidence from a conjoint experiment among Ukrainian refugees",https://doi.org/10.5281/zenodo.15322600,TIER1
AEARCTR-0013055,Ghana Financial Incentives Trial Wave II: Spillover and Tuberculosis Screening,https://doi.org/10.7910/DVN/LTPBWY,TIER1
AEARCTR-0014416,Museums as Policy Tools: The Behavioral Impact of Cultural Experiences,https://drive.google.com/file/d/1tX9UoRMmCNX-_w5JpLoCD_zEpkhsI2qQ/view?usp=sharing,TIER2
AEARCTR-0015433,Reimagining new development narratives that center on the people and the environment,https://labnarasi.id/topik/pemahaman-masyarakat-indonesia-dan-narasi-dominan-tentang-pembangunan-dan-pertumbuhan-ekonomi/,OTHER
